Date;TE06 Büro- Raumregelung: Einzelraumregler Temperatur Messwert. [°C];TE07 Büro- Raumregelung: Einzelraumregler Temperatur Messwert. [°C];TE06 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Jalusie 1 Stellung [%];TE06 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Jalusie 1 Lamellen Stellung [%];TE06 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Jalusie 2 Stellung [%];TE06 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Jalusie 2 Lamellen Stellung [%];TE07 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Jalusie 1 Stellung [%];TE07 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Jalusie 1 Lamellen Stellung [%];TE07 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Jalusie 2 Stellung [%];TE07 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Jalusie 2 Lamellen Stellung [%];MSR02 Wetterstation ALlgemein: aktuelle Lufttemperatur [°C];Aussen Temperatur Freigabe: Übergangszeit Manuel;Aussen Temperatur Freigabe: Automatik Betrieb;Aussen Temperatur Freigabe: Sommerbetrieb Manuel;Aussen Temperatur Freigabe: Winterbetrieb Manuel;Aussen Temperatur Freigabe: Störungen sperren;Aussen Temperatur Freigabe: Sommerbetrieb;Aussen Temperatur Freigabe: Winterbetrieb;Aussen Temperatur Freigabe: Übergangbetrieb
32:00,0;2.350.383.007;2.290.566.729;47;0;30;0;80;100;81;100;9.699.999.809;0;1;0;0;0;0;1;0
33:00,0;2.351.603.748;229.422.895;47;0;30;0;80;100;81;100;9.699.999.809;0;1;0;0;0;0;1;0
34:00,0;2.350.383.007;2.293.008.209;47;0;30;0;80;100;81;100;9.699.999.809;0;1;0;0;0;0;1;0
35:00,0;2.346.720.786;229.422.895;47;0;30;0;80;100;81;100;9.800.000.191;0;1;0;0;0;0;1;0
36:00,0;2.346.720.786;2.289.345.988;47;0;30;0;80;100;81;100;9.800.000.191;0;1;0;0;0;0;1;0
37:00,0;2.346.720.786;2.288.125.248;47;0;30;0;80;100;81;100;9.699.999.809;0;1;0;0;0;0;1;0
38:00,0;2.345.500.046;2.289.345.988;47;0;30;0;80;100;81;100;9.699.999.809;0;1;0;0;0;0;1;0
39:00,0;2.350.383.007;2.289.345.988;47;0;30;0;80;100;81;100;9.600.000.381;0;1;0;0;0;0;1;0
40:00,0;2.347.941.527;2.286.904.508;47;0;30;0;80;100;81;100;9.699.999.809;0;1;0;0;0;0;1;0
41:00,0;2.346.720.786;2.289.345.988;47;0;30;0;80;100;81;100;9.600.000.381;0;1;0;0;0;0;1;0
42:00,0;2.346.720.786;2.288.125.248;47;0;30;0;80;100;81;100;9.600.000.381;0;1;0;0;0;0;1;0
43:00,0;2.345.500.046;2.285.683.767;47;0;30;0;80;100;81;100;9.699.999.809;0;1;0;0;0;0;1;0
44:00,0;2.345.500.046;2.285.683.767;47;0;30;0;80;100;81;100;9.800.000.191;0;1;0;0;0;0;1;0
45:00,0;2.346.720.786;2.288.125.248;47;0;30;0;80;100;81;100;9.800.000.191;0;1;0;0;0;0;1;0
46:00,0;2.346.720.786;2.285.683.767;47;0;30;0;80;100;81;100;9.800.000.191;0;1;0;0;0;0;1;0
47:00,0;2.343.058.565;2.286.904.508;47;0;30;0;80;100;81;100;9.899.999.619;0;1;0;0;0;0;1;0
48:00,0;2.341.837.825;2.284.463.027;47;0;30;0;80;100;81;100;9.899.999.619;0;1;0;0;0;0;1;0
49:00,0;2.341.837.825;2.282.021.546;47;0;30;0;80;100;81;100;9.899.999.619;0;1;0;0;0;0;1;0
50:00,0;2.339.396.344;2.282.021.546;47;0;30;0;80;100;81;100;9.899.999.619;0;1;0;0;0;0;1;0
51:00,0;2.343.058.565;2.285.683.767;47;0;30;0;80;100;81;100;9.899.999.619;0;1;0;0;0;0;1;0
52:00,0;2.339.396.344;2.280.800.806;47;0;30;0;80;78;81;78;9.899.999.619;0;1;0;0;0;0;1;0
53:00,0;2.341.837.825;2.282.021.546;47;0;30;0;80;78;80;78;9.800.000.191;0;1;0;0;0;0;1;0
54:00,0;2.339.396.344;2.284.463.027;47;0;30;0;80;78;80;78;9.699.999.809;0;1;0;0;0;0;1;0
55:00,0;2.341.837.825;2.280.800.806;47;0;30;0;80;78;80;78;9.800.000.191;0;1;0;0;0;0;1;0
56:00,0;2.339.396.344;2.284.463.027;47;0;30;0;80;78;80;78;9.699.999.809;0;1;0;0;0;0;1;0
57:00,0;2.338.175.604;2.280.800.806;47;0;30;0;80;78;80;78;9.699.999.809;0;1;0;0;0;0;1;0
58:00,0;2.339.396.344;2.280.800.806;47;0;30;0;80;78;80;78;9.800.000.191;0;1;0;0;0;0;1;0
59:00,0;2.338.175.604;2.278.359.325;47;0;30;0;80;78;80;78;9.899.999.619;0;1;0;0;0;0;1;0
00:00,0;2.338.175.604;2.280.800.806;47;0;30;0;80;78;80;78;10;0;1;0;0;0;0;1;0
01:00,0;2.338.175.604;2.278.359.325;47;0;30;0;80;78;80;78;9.899.999.619;0;1;0;0;0;0;1;0
02:00,0;2.338.175.604;2.279.580.065;47;0;30;0;80;78;80;78;9.800.000.191;0;1;0;0;0;0;1;0
03:00,0;2.338.175.604;2.280.800.806;47;0;30;0;80;78;80;78;9.800.000.191;0;1;0;0;0;0;1;0
04:00,0;2.335.734.123;2.280.800.806;47;0;30;0;80;78;80;78;9.800.000.191;0;1;0;0;0;0;1;0
05:00,0;2.335.734.123;2.280.800.806;47;0;30;0;80;56;80;78;9.800.000.191;0;1;0;0;0;0;1;0
06:00,0;2.335.734.123;2.282.021.546;47;0;30;0;79;0;79;0;9.899.999.619;0;1;0;0;0;0;1;0
07:00,0;2.335.734.123;2.280.800.806;47;0;30;0;79;0;79;0;9.899.999.619;0;1;0;0;0;0;1;0
08:00,0;2.335.734.123;2.280.800.806;47;0;30;0;79;0;79;0;9.899.999.619;0;1;0;0;0;0;1;0
09:00,0;2.336.954.863;2.279.580.065;47;0;30;0;79;0;79;0;10;0;1;0;0;0;0;1;0
10:00,0;2.334.513.382;2.288.125.248;47;0;30;0;79;0;79;0;10;0;1;0;0;0;0;1;0
11:00,0;2.333.292.642;2.286.904.508;47;0;30;0;79;0;79;0;10;0;1;0;0;0;0;1;0
12:00,0;2.332.071.902;2.284.463.027;47;0;30;0;79;0;79;0;10;0;1;0;0;0;0;1;0
13:00,0;2.333.292.642;2.284.463.027;47;0;30;0;79;0;79;0;10;0;1;0;0;0;0;1;0
14:00,0;2.335.734.123;2.286.904.508;47;0;30;0;79;0;79;0;10;0;1;0;0;0;0;1;0
15:00,0;2.332.071.902;2.288.125.248;47;0;30;0;79;0;79;0;1.010.000.038;0;1;0;0;0;0;1;0
16:00,0;2.333.292.642;2.290.566.729;47;0;30;0;79;0;79;0;10;0;1;0;0;0;0;1;0
17:00,0;2.332.071.902;2.288.125.248;47;0;30;0;79;0;79;0;10;0;1;0;0;0;0;1;0
18:00,0;2.332.071.902;2.289.345.988;47;0;30;0;79;0;79;0;10;0;1;0;0;0;0;1;0
19:00,0;2.333.292.642;2.293.008.209;47;0;30;0;79;0;79;0;10;0;1;0;0;0;0;1;0
20:00,0;2.335.734.123;229.422.895;47;0;30;0;79;0;79;0;10;0;1;0;0;0;0;1;0
21:00,0;2.332.071.902;2.293.008.209;47;0;30;0;79;0;79;0;10;0;1;0;0;0;0;1;0
22:00,0;2.332.071.902;2.293.008.209;47;0;30;0;79;0;79;0;10;0;1;0;0;0;0;1;0
23:00,0;2.333.292.642;2.290.566.729;47;0;30;0;79;0;79;0;10;0;1;0;0;0;0;1;0
24:00,0;2.329.630.421;229.422.895;47;0;30;0;79;0;79;0;10;0;1;0;0;0;0;1;0
25:00,0;2.332.071.902;2.290.566.729;47;0;30;0;79;0;79;0;10;0;1;0;0;0;0;1;0
26:00,0;2.336.954.863;2.297.891.171;47;0;30;0;79;0;79;0;10;0;1;0;0;0;0;1;0
27:00,0;2.329.630.421;2.293.008.209;47;0;30;0;79;0;79;0;10;0;1;0;0;0;0;1;0
28:00,0;2.329.630.421;2.293.008.209;47;0;30;0;79;0;79;0;10;0;1;0;0;0;0;1;0
29:00,0;2.329.630.421;2.293.008.209;47;0;30;0;79;0;79;0;1.010.000.038;0;1;0;0;0;0;1;0
30:00,0;2.329.630.421;229.422.895;47;0;30;0;79;0;79;0;1.010.000.038;0;1;0;0;0;0;1;0
31:00,0;2.333.292.642;229.422.895;47;0;30;0;79;0;79;0;1.019.999.981;0;1;0;0;0;0;1;0
32:00,0;2.332.071.902;2.289.345.988;47;0;30;0;79;0;79;0;1.010.000.038;0;1;0;0;0;0;1;0
33:00,0;2.333.292.642;2.288.125.248;47;0;30;0;79;0;79;0;1.019.999.981;0;1;0;0;0;0;1;0
34:00,0;2.333.292.642;2.288.125.248;47;0;30;0;79;0;79;0;1.010.000.038;0;1;0;0;0;0;1;0
35:00,0;2.335.734.123;2.286.904.508;47;0;30;0;79;0;79;0;1.010.000.038;0;1;0;0;0;0;1;0
36:00,0;2.332.071.902;2.286.904.508;47;0;30;0;79;0;79;0;1.019.999.981;0;1;0;0;0;0;1;0
37:00,0;2.329.630.421;2.286.904.508;47;0;30;0;79;0;79;0;1.019.999.981;0;1;0;0;0;0;1;0
38:00,0;232.840.968;2.288.125.248;47;0;30;0;79;0;79;0;1.019.999.981;0;1;0;0;0;0;1;0
39:00,0;2.332.071.902;2.286.904.508;47;0;30;0;79;0;79;0;1.030.000.019;0;1;0;0;0;0;1;0
40:00,0;232.718.894;2.288.125.248;47;0;30;0;79;0;79;0;1.019.999.981;0;1;0;0;0;0;1;0
41:00,0;2.332.071.902;2.286.904.508;47;0;30;0;79;0;79;0;1.019.999.981;0;1;0;0;0;0;1;0
42:00,0;232.718.894;2.289.345.988;47;0;30;0;79;0;79;0;1.030.000.019;0;1;0;0;0;0;1;0
43:00,0;232.840.968;2.288.125.248;47;0;30;0;79;0;79;0;1.030.000.019;0;1;0;0;0;0;1;0
44:00,0;232.840.968;2.288.125.248;47;0;30;0;79;0;79;0;1.030.000.019;0;1;0;0;0;0;1;0
45:00,0;232.718.894;2.290.566.729;47;0;30;0;79;0;79;0;1.030.000.019;0;1;0;0;0;0;1;0
46:00,0;232.718.894;2.290.566.729;47;0;30;0;79;0;79;0;1.039.999.962;0;1;0;0;0;0;1;0
47:00,0;232.718.894;2.286.904.508;47;0;30;0;79;0;79;0;10. Mai;0;1;0;0;0;0;1;0
48:00,0;232.718.894;2.286.904.508;47;0;30;0;79;0;79;0;1.060.000.038;0;1;0;0;0;0;1;0
49:00,0;2.323.526.719;2.286.904.508;47;0;30;0;79;0;79;0;10. Mai;0;1;0;0;0;0;1;0
50:00,0;23.259.682;2.288.125.248;47;0;30;0;79;0;79;0;1.060.000.038;0;1;0;0;0;0;1;0
51:00,0;23.259.682;2.290.566.729;47;0;30;0;79;0;79;0;1.069.999.981;0;1;0;0;0;0;1;0
52:00,0;23.259.682;2.288.125.248;47;0;30;0;79;0;79;0;10. Mai;0;1;0;0;0;0;1;0
53:00,0;2.323.526.719;2.289.345.988;47;0;30;0;79;0;79;0;10. Mai;0;1;0;0;0;0;1;0
54:00,0;2.324.747.459;2.288.125.248;47;0;30;0;79;0;79;0;10. Mai;0;1;0;0;0;0;1;0
55:00,0;2.323.526.719;2.293.008.209;47;0;30;0;79;0;79;0;10. Mai;0;1;0;0;0;0;1;0
56:00,0;2.319.864.498;2.293.008.209;47;0;30;0;79;0;79;0;1.060.000.038;0;1;0;0;0;0;1;0
57:00,0;2.319.864.498;2.289.345.988;47;0;30;0;79;0;79;0;1.060.000.038;0;1;0;0;0;0;1;0
58:00,0;2.319.864.498;2.290.566.729;47;0;30;0;79;0;79;0;1.069.999.981;0;1;0;0;0;0;1;0
59:00,0;2.317.423.017;2.288.125.248;47;0;30;0;79;0;79;0;1.080.000.019;0;1;0;0;0;0;1;0
00:00,0;2.317.423.017;2.289.345.988;47;0;30;0;79;0;79;0;1.089.999.962;0;1;0;0;0;0;1;0
01:00,0;2.317.423.017;2.290.566.729;47;0;30;0;79;0;79;0;1.080.000.019;0;1;0;0;0;0;1;0
02:00,0;2.317.423.017;229.422.895;47;0;30;0;79;0;79;0;1.080.000.019;0;1;0;0;0;0;1;0
03:00,0;2.317.423.017;2.290.566.729;47;0;30;0;79;0;79;0;1.069.999.981;0;1;0;0;0;0;1;0
04:00,0;2.316.202.277;2.293.008.209;47;0;30;0;79;0;79;0;1.080.000.019;0;1;0;0;0;0;1;0
05:00,0;2.318.643.757;2.293.008.209;47;0;30;0;79;0;79;0;1.069.999.981;0;1;0;0;0;0;1;0
06:00,0;2.317.423.017;2.293.008.209;47;0;30;0;79;0;79;0;1.060.000.038;0;1;0;0;0;0;1;0
07:00,0;2.316.202.277;2.293.008.209;47;0;30;0;79;0;79;0;1.060.000.038;0;1;0;0;0;0;1;0
08:00,0;2.316.202.277;2.290.566.729;47;0;30;0;79;0;79;0;1.069.999.981;0;1;0;0;0;0;1;0
09:00,0;2.316.202.277;2.290.566.729;47;0;30;0;79;0;79;0;1.069.999.981;0;1;0;0;0;0;1;0
10:00,0;2.311.319.315;2.293.008.209;47;0;30;0;79;0;79;0;1.060.000.038;0;1;0;0;0;0;1;0
11:00,0;2.313.760.796;229.544.969;47;0;30;0;79;0;79;0;1.069.999.981;0;1;0;0;0;0;1;0
12:00,0;2.316.202.277;2.293.008.209;47;0;30;0;79;0;79;0;1.069.999.981;0;1;0;0;0;0;1;0
13:00,0;2.311.319.315;229.422.895;47;0;30;0;79;0;79;0;1.080.000.019;0;1;0;0;0;0;1;0
14:00,0;2.314.981.536;229.422.895;47;0;30;0;79;0;79;0;1.080.000.019;0;1;0;0;0;0;1;0
15:00,0;2.311.319.315;229.544.969;47;0;30;0;79;0;79;0;1.080.000.019;0;1;0;0;0;0;1;0
16:00,0;2.310.098.575;229.544.969;47;0;30;0;79;0;79;0;1.080.000.019;0;1;0;0;0;0;1;0
17:00,0;2.311.319.315;2.297.891.171;47;0;30;0;79;0;79;0;1.089.999.962;0;1;0;0;0;0;1;0
18:00,0;2.310.098.575;2.296.670.431;47;0;30;0;79;0;79;0;1.089.999.962;0;1;0;0;0;0;1;0
19:00,0;2.311.319.315;2.296.670.431;47;0;30;0;79;0;79;0;11;0;1;0;0;0;0;1;0
20:00,0;2.310.098.575;2.297.891.171;47;0;30;0;79;0;79;0;11;0;1;0;0;0;0;1;0
21:00,0;2.308.877.834;2.296.670.431;47;0;30;0;79;0;79;0;11;0;1;0;0;0;0;1;0
22:00,0;2.310.098.575;2.296.670.431;47;0;30;0;79;0;79;0;11;0;1;0;0;0;0;1;0
23:00,0;2.307.657.094;2.299.111.911;47;0;30;0;79;0;79;0;1.080.000.019;0;1;0;0;0;0;1;0
24:00,0;2.307.657.094;2.299.111.911;47;0;30;0;79;0;79;0;1.080.000.019;0;1;0;0;0;0;1;0
25:00,0;2.307.657.094;2.297.891.171;47;0;30;0;79;0;79;0;1.080.000.019;0;1;0;0;0;0;1;0
26:00,0;2.307.657.094;2.297.891.171;47;0;30;0;79;0;79;0;11;0;1;0;0;0;0;1;0
27:00,0;2.303.994.873;2.297.891.171;47;0;30;0;79;0;79;0;1.089.999.962;0;1;0;0;0;0;1;0
28:00,0;2.305.215.613;2.296.670.431;47;0;30;0;79;0;79;0;1.089.999.962;0;1;0;0;0;0;1;0
29:00,0;2.306.436.354;2.296.670.431;47;0;30;0;79;0;79;0;1.080.000.019;0;1;0;0;0;0;1;0
30:00,0;2.303.994.873;2.299.111.911;47;0;30;0;79;0;79;0;11;0;1;0;0;0;0;1;0
31:00,0;2.305.215.613;2.296.670.431;47;0;30;0;79;0;79;0;11;0;1;0;0;0;0;1;0
32:00,0;2.303.994.873;2.299.111.911;47;0;30;0;79;0;79;0;1.089.999.962;0;1;0;0;0;0;1;0
33:00,0;2.306.436.354;229.544.969;47;0;30;0;79;0;79;0;1.080.000.019;0;1;0;0;0;0;1;0
34:00,0;2.305.215.613;2.297.891.171;47;0;30;0;79;0;79;0;11;0;1;0;0;0;0;1;0
35:00,0;2.305.215.613;2.297.891.171;47;0;30;0;79;0;79;0;1.089.999.962;0;1;0;0;0;0;1;0
36:00,0;2.303.994.873;2.296.670.431;47;0;30;0;79;0;79;0;1.089.999.962;0;1;0;0;0;0;1;0
37:00,0;2.303.994.873;229.544.969;47;0;30;0;79;0;79;0;1.089.999.962;0;1;0;0;0;0;1;0
38:00,0;2.306.436.354;2.296.670.431;47;0;30;0;79;0;79;0;11;0;1;0;0;0;0;1;0
39:00,0;2.307.657.094;2.296.670.431;47;0;30;0;79;0;79;0;11;0;1;0;0;0;0;1;0
40:00,0;2.307.657.094;2.297.891.171;47;0;30;0;79;0;79;0;11;0;1;0;0;0;0;1;0
41:00,0;2.307.657.094;2.301.553.392;47;0;30;0;79;0;79;0;1.110.000.038;0;1;0;0;0;0;1;0
42:00,0;2.307.657.094;2.297.891.171;47;0;30;0;79;0;79;0;1.130.000.019;0;1;0;0;0;0;1;0
43:00,0;2.308.877.834;2.301.553.392;47;0;30;0;79;0;79;0;1.130.000.019;0;1;0;0;0;0;1;0
44:00,0;2.308.877.834;2.297.891.171;47;0;30;0;79;0;79;0;1.119.999.981;0;1;0;0;0;0;1;0
45:00,0;2.307.657.094;2.302.774.133;47;0;30;0;79;0;79;0;1.130.000.019;0;1;0;0;0;0;1;0
46:00,0;2.311.319.315;2.297.891.171;47;0;30;0;79;0;79;0;1.110.000.038;0;1;0;0;0;0;1;0
47:00,0;2.310.098.575;2.302.774.133;47;0;30;0;79;0;79;0;1.110.000.038;0;1;0;0;0;0;1;0
48:00,0;2.313.760.796;2.302.774.133;47;0;30;0;79;0;79;0;1.110.000.038;0;1;0;0;0;0;1;0
49:00,0;2.314.981.536;2.301.553.392;47;0;30;0;79;0;79;0;1.119.999.981;0;1;0;0;0;0;1;0
50:00,0;2.314.981.536;2.299.111.911;47;0;30;0;79;0;79;0;1.119.999.981;0;1;0;0;0;0;1;0
51:00,0;2.313.760.796;2.302.774.133;47;0;30;0;79;0;79;0;1.130.000.019;0;1;0;0;0;0;1;0
52:00,0;2.313.760.796;2.301.553.392;47;0;30;0;79;0;79;0;1.130.000.019;0;1;0;0;0;0;1;0
53:00,0;2.313.760.796;2.301.553.392;47;0;30;0;79;22;80;22;1.130.000.019;0;1;0;0;0;0;1;0
54:00,0;2.316.202.277;2.303.994.873;47;0;30;0;79;22;80;22;1.139.999.962;0;1;0;0;0;0;1;0
55:00,0;2.316.202.277;2.303.994.873;47;0;30;0;79;22;80;22;1.130.000.019;0;1;0;0;0;0;1;0
56:00,0;2.316.202.277;2.299.111.911;47;0;30;0;79;22;80;22;1.130.000.019;0;1;0;0;0;0;1;0
57:00,0;2.317.423.017;2.301.553.392;47;0;30;0;79;22;80;22;1.139.999.962;0;1;0;0;0;0;1;0
58:00,0;2.317.423.017;2.302.774.133;47;0;30;0;79;22;80;22;11. Mai;0;1;0;0;0;0;1;0
59:00,0;2.318.643.757;2.303.994.873;47;0;30;0;79;22;80;22;1.169.999.981;0;1;0;0;0;0;1;0
00:00,0;2.317.423.017;2.303.994.873;47;0;30;0;79;22;80;22;1.169.999.981;0;1;0;0;0;0;1;0
01:00,0;2.317.423.017;2.301.553.392;47;0;30;0;79;22;80;22;1.169.999.981;0;1;0;0;0;0;1;0
02:00,0;2.319.864.498;2.303.994.873;47;0;30;0;79;22;80;22;1.160.000.038;0;1;0;0;0;0;1;0
03:00,0;2.318.643.757;2.305.215.613;47;0;30;0;79;22;80;22;1.169.999.981;0;1;0;0;0;0;1;0
04:00,0;2.324.747.459;2.303.994.873;47;0;30;0;79;22;80;22;1.169.999.981;0;1;0;0;0;0;1;0
05:00,0;2.323.526.719;2.303.994.873;47;0;30;0;79;22;80;22;1.169.999.981;0;1;0;0;0;0;1;0
06:00,0;2.323.526.719;2.305.215.613;47;0;30;0;79;22;80;22;1.160.000.038;0;1;0;0;0;0;1;0
07:00,0;2.324.747.459;2.302.774.133;47;0;30;0;79;22;80;22;1.169.999.981;0;1;0;0;0;0;1;0
08:00,0;2.323.526.719;2.303.994.873;47;0;30;0;79;22;80;22;1.180.000.019;0;1;0;0;0;0;1;0
09:00,0;2.324.747.459;2.299.111.911;47;0;30;0;79;22;80;22;1.169.999.981;0;1;0;0;0;0;1;0
10:00,0;2.323.526.719;2.301.553.392;47;0;30;0;79;22;80;22;1.169.999.981;0;1;0;0;0;0;1;0
11:00,0;232.718.894;2.299.111.911;47;0;30;0;79;22;80;22;1.180.000.019;0;1;0;0;0;0;1;0
12:00,0;232.718.894;2.297.891.171;47;0;30;0;79;22;80;22;1.189.999.962;0;1;0;0;0;0;1;0
13:00,0;232.718.894;229.544.969;47;0;30;0;79;22;80;22;1.180.000.019;0;1;0;0;0;0;1;0
14:00,0;23.259.682;229.544.969;47;0;30;0;79;22;80;22;1.169.999.981;0;1;0;0;0;0;1;0
15:00,0;23.259.682;229.544.969;47;0;30;0;79;22;80;22;1.169.999.981;0;1;0;0;0;0;1;0
16:00,0;2.329.630.421;2.293.008.209;47;0;30;0;79;22;80;22;1.169.999.981;0;1;0;0;0;0;1;0
17:00,0;232.718.894;229.422.895;47;0;30;0;79;22;80;22;1.169.999.981;0;1;0;0;0;0;1;0
18:00,0;232.840.968;229.544.969;47;0;30;0;79;22;80;22;1.189.999.962;0;1;0;0;0;0;1;0
19:00,0;23.259.682;2.293.008.209;47;0;30;0;79;22;80;22;12;0;1;0;0;0;0;1;0
20:00,0;2.329.630.421;2.290.566.729;47;0;30;0;79;22;80;22;1.210.000.038;0;1;0;0;0;0;1;0
21:00,0;2.329.630.421;229.422.895;47;0;30;0;79;22;80;22;1.210.000.038;0;1;0;0;0;0;1;0
22:00,0;2.329.630.421;2.289.345.988;47;0;30;0;79;22;80;22;1.189.999.962;0;1;0;0;0;0;1;0
23:00,0;232.718.894;2.290.566.729;47;0;30;0;79;22;80;22;1.180.000.019;0;1;0;0;0;0;1;0
24:00,0;2.332.071.902;2.290.566.729;47;0;30;0;79;22;80;22;1.169.999.981;0;1;0;0;0;0;1;0
25:00,0;2.332.071.902;2.293.008.209;47;0;30;0;79;22;80;22;1.169.999.981;0;1;0;0;0;0;1;0
26:00,0;2.329.630.421;2.293.008.209;47;0;30;0;79;22;80;22;1.169.999.981;0;1;0;0;0;0;1;0
27:00,0;2.333.292.642;2.293.008.209;47;0;30;0;79;22;80;22;1.169.999.981;0;1;0;0;0;0;1;0
28:00,0;2.334.513.382;2.293.008.209;47;0;30;0;79;22;80;22;1.180.000.019;0;1;0;0;0;0;1;0
29:00,0;2.333.292.642;2.288.125.248;47;0;30;0;79;22;80;22;1.180.000.019;0;1;0;0;0;0;1;0
30:00,0;2.334.513.382;2.289.345.988;47;0;30;0;79;22;80;22;1.180.000.019;0;1;0;0;0;0;1;0
31:00,0;2.334.513.382;2.289.345.988;47;0;30;0;79;22;80;22;1.169.999.981;0;1;0;0;0;0;1;0
32:00,0;2.334.513.382;2.288.125.248;47;0;30;0;79;22;80;22;1.180.000.019;0;1;0;0;0;0;1;0
33:00,0;2.335.734.123;2.288.125.248;47;0;30;0;79;22;80;22;1.180.000.019;0;1;0;0;0;0;1;0
34:00,0;2.335.734.123;2.288.125.248;47;0;30;0;79;22;80;22;1.189.999.962;0;1;0;0;0;0;1;0
35:00,0;2.333.292.642;2.293.008.209;47;0;30;0;79;22;80;22;12;0;1;0;0;0;0;1;0
36:00,0;2.334.513.382;2.289.345.988;47;0;30;0;79;22;80;22;1.219.999.981;0;1;0;0;0;0;1;0
37:00,0;2.336.954.863;2.289.345.988;47;0;30;0;79;22;80;22;1.230.000.019;0;1;0;0;0;0;1;0
38:00,0;2.334.513.382;2.288.125.248;47;0;30;0;79;22;80;22;1.230.000.019;0;1;0;0;0;0;1;0
39:00,0;2.334.513.382;2.286.904.508;47;0;30;0;79;22;80;22;1.230.000.019;0;1;0;0;0;0;1;0
40:00,0;2.335.734.123;2.289.345.988;47;0;30;0;79;22;80;22;1.239.999.962;0;1;0;0;0;0;1;0
41:00,0;2.338.175.604;2.288.125.248;47;0;30;0;79;22;80;22;1.239.999.962;0;1;0;0;0;0;1;0
42:00,0;2.338.175.604;2.288.125.248;47;0;30;0;79;22;80;22;1.239.999.962;0;1;0;0;0;0;1;0
43:00,0;2.341.837.825;2.288.125.248;47;0;30;0;79;22;80;22;1.260.000.038;0;1;0;0;0;0;1;0
44:00,0;2.338.175.604;2.286.904.508;47;0;30;0;79;22;80;22;1.260.000.038;0;1;0;0;0;0;1;0
45:00,0;2.338.175.604;2.286.904.508;47;0;30;0;79;22;80;22;1.269.999.981;0;1;0;0;0;0;1;0
46:00,0;2.339.396.344;2.285.683.767;47;0;30;0;79;22;80;22;1.260.000.038;0;1;0;0;0;0;1;0
47:00,0;2.341.837.825;2.289.345.988;47;0;30;0;79;22;80;22;1.260.000.038;0;1;0;0;0;0;1;0
48:00,0;2.339.396.344;2.285.683.767;47;0;30;0;79;22;80;22;1.260.000.038;0;1;0;0;0;0;1;0
49:00,0;2.339.396.344;2.290.566.729;47;0;30;0;79;22;80;22;1.239.999.962;0;1;0;0;0;0;1;0
50:00,0;2.341.837.825;2.286.904.508;47;0;30;0;79;22;80;22;1.239.999.962;0;1;0;0;0;0;1;0
51:00,0;2.339.396.344;2.289.345.988;47;0;30;0;79;22;80;22;1.230.000.019;0;1;0;0;0;0;1;0
52:00,0;2.341.837.825;2.288.125.248;47;0;30;0;79;22;80;22;1.230.000.019;0;1;0;0;0;0;1;0
53:00,0;2.343.058.565;2.289.345.988;47;0;30;0;79;22;80;22;1.230.000.019;0;1;0;0;0;0;1;0
54:00,0;2.345.500.046;2.286.904.508;47;0;30;0;79;22;80;22;1.239.999.962;0;1;0;0;0;0;1;0
55:00,0;2.343.058.565;2.286.904.508;47;0;30;0;79;22;80;22;1.230.000.019;0;1;0;0;0;0;1;0
56:00,0;2.346.720.786;2.285.683.767;47;0;30;0;79;22;80;22;1.219.999.981;0;1;0;0;0;0;1;0
57:00,0;2.344.279.305;2.289.345.988;47;0;30;0;79;22;80;22;1.219.999.981;0;1;0;0;0;0;1;0
58:00,0;2.345.500.046;2.288.125.248;47;0;30;0;79;22;80;22;1.219.999.981;0;1;0;0;0;0;1;0
59:00,0;2.346.720.786;2.288.125.248;47;0;30;0;79;22;80;22;1.230.000.019;0;1;0;0;0;0;1;0
00:00,0;2.346.720.786;2.289.345.988;47;0;30;0;79;22;80;22;12. Mai;0;1;0;0;0;0;1;0
01:00,0;2.347.941.527;2.284.463.027;47;0;30;0;79;22;80;22;12. Mai;0;1;0;0;0;0;1;0
02:00,0;2.345.500.046;2.285.683.767;47;0;30;0;79;22;80;22;12. Mai;0;1;0;0;0;0;1;0
03:00,0;2.351.603.748;2.285.683.767;47;0;30;0;79;22;80;22;1.260.000.038;0;1;0;0;0;0;1;0
04:00,0;2.351.603.748;2.285.683.767;47;0;30;0;79;22;80;22;1.269.999.981;0;1;0;0;0;0;1;0
05:00,0;2.346.720.786;2.284.463.027;47;0;30;0;79;22;80;22;1.269.999.981;0;1;0;0;0;0;1;0
06:00,0;2.347.941.527;2.288.125.248;47;0;30;0;79;22;80;22;1.280.000.019;0;1;0;0;0;0;1;0
07:00,0;2.345.500.046;2.285.683.767;47;0;30;0;79;22;80;22;1.269.999.981;0;1;0;0;0;0;1;0
08:00,0;2.345.500.046;2.284.463.027;47;0;30;0;79;22;80;22;1.269.999.981;0;1;0;0;0;0;1;0
09:00,0;2.341.837.825;2.282.021.546;47;0;30;0;79;22;80;22;1.260.000.038;0;1;0;0;0;0;1;0
